Table 1
No,Date,Num of comments on 30 posts,Score on 30 posts,Positive Sentiment,Negative Sentiment,P/N,Sentiment Score,Open,High,Low,Close,Volume,Market Cap,Bitcoin dominance
49,2017-09-19,3001,8413,230,106,2.169811320754717,124,"4,073.79","4,094.07","3,868.87","3,924.97","1,563,980,032","67,520,266,240",48.06
50,2017-09-20,3156,10047,245,134,1.828358208955224,111,"3,916.36","4,031.39","3,857.73","3,905.95","1,213,830,016","64,918,507,520",47.87
51,2017-09-21,2122,7717,72,36,2.0,36,"3,901.47","3,916.42","3,613.63","3,631.04","1,411,480,064","64,677,552,128",48.05
52,2017-09-22,2067,13021,48,17,2.823529411764706,31,"3,628.02","3,758.27","3,553.53","3,630.70","1,194,829,952","60,152,250,368",48.60
53,2017-09-23,1629,6500,42,16,2.625,26,"3,629.92","3,819.21","3,594.58","3,792.40","928,113,984","60,190,023,680",48.15
54,2017-09-24,2401,15274,118,49,2.4081632653061225,69,"3,796.15","3,796.15","3,666.90","3,682.84","768,014,976","62,954,283,008",47.78
55,2017-09-25,2490,10543,66,21,3.142857142857143,45,"3,681.58","3,950.25","3,681.58","3,926.07","1,374,210,048","61,061,095,424",47.51
56,2017-09-26,1821,7323,160,150,1.0666666666666667,10,"3,928.41","3,969.89","3,869.90","3,892.35","1,043,740,032","65,161,023,488",47.68
57,2017-09-27,4775,14594,54,37,1.4594594594594594,17,"3,892.94","4,210.05","3,884.82","4,200.67","1,686,880,000","64,579,231,744",47.66
58,2017-09-28,3352,6243,220,121,1.8181818181818181,99,"4,197.13","4,279.31","4,109.70","4,174.73","1,712,320,000","69,633,212,416",47.76
59,2017-09-29,3042,11765,162,55,2.9454545454545453,107,"4,171.62","4,214.63","4,039.29","4,163.07","1,367,049,984","69,219,221,504",47.99
60,2017-09-30,2380,7933,60,47,1.2765957446808511,13,"4,166.11","4,358.43","4,160.86","4,338.71","1,207,449,984","69,136,629,760",48.57
61,2017-10-01,2471,9536,149,94,1.5851063829787233,55,"4,341.05","4,403.74","4,269.81","4,403.74","1,208,210,048","72,047,304,704",48.72
62,2017-10-02,2778,10256,174,103,1.6893203883495145,71,"4,395.81","4,470.23","4,377.46","4,409.32","1,431,730,048","72,963,194,880",48.99
63,2017-10-03,2284,8072,109,56,1.9464285714285714,53,"4,408.46","4,432.47","4,258.89","4,317.48","1,288,019,968","73,181,331,456",49.24
64,2017-10-04,2236,9916,29,11,2.6363636363636362,18,"4,319.37","4,352.31","4,210.42","4,229.36","1,116,770,048","71,712,522,240",49.32
65,2017-10-05,2618,12428,125,82,1.524390243902439,43,"4,229.88","4,362.64","4,164.05","4,328.41","1,161,769,984","70,233,686,016",49.08
66,2017-10-06,2852,6958,113,109,1.036697247706422,4,"4,324.46","4,413.27","4,320.53","4,370.81","1,069,939,968","71,810,605,056",49.17
67,2017-10-07,2038,7780,223,96,2.3229166666666665,127,"4,369.35","4,443.88","4,321.05","4,426.89","906,928,000","72,565,055,488",48.95
68,2017-10-08,1992,9665,100,44,2.272727272727273,56,"4,429.67","4,624.14","4,405.64","4,610.48","1,313,869,952","73,575,424,000",49.06
69,2017-10-09,2781,9581,40,15,2.6666666666666665,25,"4,614.52","4,878.71","4,564.25","4,772.02","1,968,739,968","76,656,467,968",50.31
70,2017-10-10,2950,11663,76,63,1.2063492063492063,13,"4,776.21","4,922.17","4,765.10","4,781.99","1,597,139,968","79,351,848,960",52.39
71,2017-10-11,3065,13630,34,19,1.7894736842105263,15,"4,789.25","4,873.73","4,751.63","4,826.48","1,222,279,936","79,578,218,496",51.88
72,2017-10-12,4758,27740,37,13,2.8461538461538463,24,"4,829.58","5,446.91","4,822.00","5,446.91","2,791,610,112","80,256,729,088",51.63
73,2017-10-13,4458,31349,41,10,4.1,31,"5,464.16","5,840.30","5,436.85","5,647.21","3,615,480,064","90,812,375,040",54.88
74,2017-10-14,2587,20854,68,32,2.125,36,"5,643.53","5,837.70","5,591.64","5,831.79","1,669,030,016","93,803,028,480",54.19
75,2017-10-15,2195,15029,77,30,2.566666666666667,47,"5,835.96","5,852.48","5,478.61","5,678.19","1,976,039,936","97,011,859,456",54.89
76,2017-10-16,2694,10862,39,21,1.8571428571428572,18,"5,687.57","5,776.23","5,544.21","5,725.59","2,008,070,016","94,558,953,472",54.44
77,2017-10-17,2911,17865,155,40,3.875,115,"5,741.58","5,800.35","5,472.72","5,605.51","1,821,570,048","95,469,297,664",54.66
78,2017-10-18,2574,13745,43,24,1.7916666666666667,19,"5,603.82","5,603.82","5,151.44","5,590.69","2,399,269,888","93,190,160,384",54.65
79,2017-10-19,3112,12286,83,27,3.074074074074074,56,"5,583.74","5,744.35","5,531.06","5,708.52","1,780,540,032","92,866,969,600",55.08
80,2017-10-20,3325,17348,49,25,1.96,24,"5,708.11","6,060.11","5,627.23","6,011.45","2,354,429,952","94,947,926,016",55.88
81,2017-10-21,3819,14783,58,24,2.4166666666666665,34,"5,996.79","6,194.88","5,965.07","6,031.60","2,207,099,904","99,763,249,152",57.54
82,2017-10-22,2756,12663,65,40,1.625,25,"6,036.66","6,076.26","5,792.34","6,008.42","2,034,630,016","100,437,917,696",58.02
83,2017-10-23,3771,15924,206,91,2.2637362637362637,115,"6,006.00","6,075.59","5,732.47","5,930.32","2,401,840,128","99,941,629,952",58.12
84,2017-10-24,2674,13706,69,38,1.8157894736842106,31,"5,935.52","5,935.52","5,504.18","5,526.64","2,735,699,968","98,781,609,984",58.60
85,2017-10-25,3209,16311,107,60,1.7833333333333334,47,"5,524.60","5,754.33","5,397.88","5,750.80","1,966,989,952","91,954,200,576",55.60
86,2017-10-26,3959,16260,73,48,1.5208333333333333,25,"5,747.95","5,976.80","5,721.22","5,904.83","1,905,040,000","95,685,124,096",56.55
87,2017-10-27,3120,13513,58,26,2.230769230769231,32,"5,899.74","5,988.39","5,728.82","5,780.90","1,710,130,048","98,225,446,912",57.43
88,2017-10-28,2692,10055,208,130,1.6,78,"5,787.82","5,876.72","5,689.19","5,753.09","1,403,920,000","96,369,557,504",56.80
89,2017-10-29,3306,15292,118,72,1.6388888888888888,46,"5,754.44","6,255.71","5,724.58","6,153.85","2,859,040,000","95,819,800,576",56.69
90,2017-10-30,1719,3112,64,27,2.3703703703703702,37,"6,114.85","6,214.99","6,040.85","6,130.53","1,772,150,016","101,833,015,296",57.28
91,2017-10-31,3828,25056,30,4,7.5,26,"6,132.02","6,470.43","6,103.33","6,468.40","2,311,379,968","102,130,237,440",57.25
92,2017-11-01,4875,27534,90,37,2.4324324324324325,53,"6,440.97","6,767.31","6,377.88","6,767.31","2,870,320,128","107,286,847,488",58.74
93,2017-11-02,4610,25299,67,26,2.576923076923077,41,"6,777.77","7,367.33","6,758.72","7,078.50","4,653,770,240","112,909,656,064",60.49
94,2017-11-03,4726,13741,91,25,3.64,66,"7,087.53","7,461.29","7,002.94","7,207.76","3,369,860,096","118,083,854,336",61.33
95,2017-11-04,3983,31119,149,55,2.709090909090909,94,"7,164.48","7,492.86","7,031.28","7,379.95","2,483,800,064","119,376,199,680",60.80
96,2017-11-05,2936,15641,149,63,2.365079365079365,86,"7,404.52","7,617.48","7,333.19","7,407.41","2,380,410,112","123,388,100,608",61.85
97,2017-11-06,5044,15556,100,43,2.3255813953488373,57,"7,403.22","7,445.77","7,007.31","7,022.76","3,111,899,904","123,379,326,976",61.90
98,2017-11-07,4109,14650,64,34,1.8823529411764706,30,"7,023.10","7,253.32","7,023.10","7,144.38","2,326,340,096","117,056,233,472",60.43
99,2017-11-08,6146,21975,131,69,1.8985507246376812,62,"7,141.38","7,776.42","7,114.02","7,459.69","4,602,200,064","119,041,392,640",60.38
100,2017-11-09,4809,20321,42,17,2.4705882352941178,25,"7,446.83","7,446.83","7,101.52","7,143.58","3,226,249,984","124,146,434,048",59.96
101,2017-11-10,5445,12787,58,36,1.6111111111111112,22,"7,173.73","7,312.00","6,436.87","6,618.14","5,208,249,856","119,607,435,264",58.00
102,2017-11-11,6184,17078,124,66,1.878787878787879,58,"6,618.61","6,873.15","6,204.22","6,357.60","4,908,680,192","110,361,878,528",56.03
103,2017-11-12,6177,28616,191,95,2.0105263157894737,96,"6,295.45","6,625.05","5,519.01","5,950.07","8,957,349,888","104,979,750,912",52.35
104,2017-11-13,5204,20224,79,33,2.393939393939394,46,"5,938.25","6,811.19","5,844.29","6,559.49","6,263,249,920","99,029,016,576",51.23
105,2017-11-14,4280,14462,112,52,2.1538461538461537,60,"6,561.48","6,764.98","6,461.75","6,635.75","3,197,110,016","109,433,905,152",53.19
106,2017-11-15,4822,22787,63,17,3.7058823529411766,46,"6,634.76","7,342.25","6,634.76","7,315.54","4,200,880,128","110,666,571,776",52.84
107,2017-11-16,5153,35996,143,93,1.5376344086021505,50,"7,323.24","7,967.38","7,176.58","7,871.69","5,123,809,792","122,164,264,960",55.34
108,2017-11-17,4508,18690,58,42,1.380952380952381,16,"7,853.57","8,004.59","7,561.09","7,708.99","4,651,670,016","131,026,165,760",58.21
109,2017-11-18,3992,37342,179,91,1.967032967032967,88,"7,697.21","7,884.99","7,463.44","7,790.15","3,667,190,016","128,424,927,232",56.31
110,2017-11-19,4307,30972,52,23,2.260869565217391,29,"7,766.03","8,101.91","7,694.10","8,036.49","3,149,319,936","129,594,712,064",55.47
111,2017-11-20,5162,31208,146,92,1.5869565217391304,54,"8,039.07","8,336.86","7,949.36","8,200.64","3,488,450,048","134,167,306,240",56.48
112,2017-11-21,6204,21626,73,30,2.433333333333333,43,"8,205.74","8,348.66","7,762.71","8,071.26","4,277,609,984","136,966,864,896",56.12
113,2017-11-22,3737,16054,76,27,2.814814814814815,49,"8,077.95","8,302.26","8,075.47","8,253.55","3,633,530,112","134,851,436,544",56.26
114,2017-11-23,4366,25366,65,34,1.911764705882353,31,"8,232.38","8,267.40","8,038.77","8,038.77","4,225,179,904","137,444,474,880",55.17
115,2017-11-24,3685,30490,63,30,2.1,33,"8,074.02","8,374.16","7,940.93","8,253.69","5,058,610,176","134,816,366,592",52.98
116,2017-11-25,7910,24321,49,3,16.333333333333332,46,"8,241.71","8,790.92","8,191.15","8,790.92","4,342,060,032","137,631,875,072",51.96
117,2017-11-26,9503,83886,40,18,2.2222222222222223,22,"8,789.04","9,522.93","8,775.59","9,330.55","5,475,579,904","146,789,220,352",52.18
118,2017-11-27,7396,42689,265,122,2.1721311475409837,143,"9,352.72","9,818.35","9,352.72","9,818.35","5,653,320,192","156,221,046,784",52.98
119,2017-11-28,7225,48537,45,14,3.2142857142857144,31,"9,823.43","10,125.70","9,736.30","10,058.80","6,348,819,968","164,104,404,992",53.74
